4608,OO,PDX,SEA,N812SK,08,2018-04-10T23:22:55,05,43,1
5243,OO,PIA,DEN,N903SW,13,2018-08-07T18:05:12,-08,69,1
5439,OO,SFO,CEC,N292SW,06,2018-06-06T18:48:33,-10,100,0
1092,UA,FLL,EWR,N34455,09,2018-09-05T16:33:02,-04,21,0
651,B6,TPA,SJU,N663JB,11,2018-06-01T12:16:43,-07,85,0
1863,DL,DTW,MCO,N584NW,06,2018-11-03T19:40:31,127,47,0
4701,EV,EWR,CMH,N11150,12,2018-10-04T04:19:24,-10,55,0
1086,UA,DTW,IAH,N27733,15,2018-06-11T06:02:25,-03,132,1
675,NK,MCO,FLL,N621NK,06,2018-11-11T07:51:19,16,292,0
4883,EV,CAE,ATL,N916EV,05,2018-03-11T14:17:27,-07,149,0
5948,EV,AVP,ORD,N16151,10,2018-02-09T12:27:45,-06,355,0
1070,F9,ORD,ATL,N227FR,09,2018-04-04T16:01:33,65,83,0
2853,MQ,GSO,DFW,N906MQ,00,2018-05-10T08:41:10,00,23,1
2276,B6,SJU,BDL,N646JB,15,2018-08-11T02:42:22,72,237,0
602,US,ORD,PHX,N197UW,12,2018-10-05T13:57:14,-01,214,0
695,AS,GEG,SEA,N607AS,22,2018-11-03T14:52:09,-04,39,0
102,HA,HNL,ITO,N492HA,10,2018-01-02T23:04:56,-08,35,0
5467,OO,ONT,SFO,N701BR,19,2018-03-01T19:06:21,13,61,0
