119,DL,LGA,ATL,N305AS,22,2018-11-15T14:20:00,3,154,0
336,EV,DEN,SNA,N792AS,18,2018-01-14T02:20:50,-9,154,1
3133,MQ,DEN,PUB,N532AS,23,2018-07-06T02:44:27,0,106,0
1107,MQ,LAS,SLC,N786AS,12,2018-01-10T09:41:52,4,80,0
1130,OO,SNA,SFO,N794AS,11,2018-12-31T11:25:00,-8,90,1
1218,EV,BWI,IAH,N625AS,12,2018-11-30T01:11:53,-4,134,1
1523,OO,EWR,DEN,N619AS,13,2018-07-13T19:30:10,-3,48,0
1610,OO,PIT,LAX,N756AS,22,2018-07-02T09:02:35,-4,151,0
1620,OO,ALB,CLT,N461AS,31,2018-04-03T08:09:45,-3,56,0
1630,OO,PVD,CLT,N520AS,32,2018-01-09T03:31:37,-10,149,0
514,UA,PBI,PHL,N303AS,10,2018-04-02T08:05:57,-10,128,0
522,UA,IND,SFO,N591JB,16,2018-12-24T22:58:13,0,206,0
540,B6,SAN,SFO,N793JB,10,2018-10-25T23:52:19,0,139,0
910,EV,LAS,SFO,N3753,24,2018-09-09T01:51:13,39,190,0
190,OO,LAS,LAX,N203JB,13,2018-01-29T12:53:38,4,82,0
206,OO,SFO,EWR,N606JB,11,2018-02-09T22:37:23,54,123,1
306,UA,SFO,LAX,N178JB,15,2018-11-28T09:23:32,-1,91,0
1141,UA,SFO,DCA,N629JB,10,2018-06-11T15:04:17,0,39,0
1275,UA,AUS,SFO,N662JB,9,2018-08-25T19:57:12,-5,195,0
1316,UA,JFK,FLL,N239JB,16,2018-03-29T03:34:05,0,44,0
1326,EV,DAL,DCA,N995AT,12,2018-09-22T05:22:33,1,99,0
910,EV,DTW,LAS,N3753,18,2018-09-25T17:02:43,4,92,0
1081,US,LAS,BOI,N822DN,19,2018-02-19T13:47:01,-10,82,0
1677,UA,LAS,MDW,N303DQ,11,2018-05-14T22:40:12,22,141,0
2255,AA,LAS,PHX,N941DL,11,2018-02-11T05:00:47,-9,151,0
2287,DL,MEM,MDW,N315NB,15,2018-06-01T12:47:05,-4,137,0
2381,DL,MSY,DCA,N999DN,16,2018-02-25T02:40:23,10,42,0
2470,OO,ABQ,PHX,N674DL,15,2018-07-27T08:28:40,-3,141,0
2428,OO,PVD,BWI,N928DN,12,2018-05-03T12:10:32,-4,141,0
2413,OO,PVD,MCO,N958DL,14,2018-06-26T00:21:47,-5,142,0
113,UA,RSW,ATL,N377NW,11,2018-05-23T00:41:59,4,130,0
8,UA,SAN,SEA,N332NW,14,2018-03-20T15:13:56,-2,143,0
23,UA,HOU,HRL,N820DN,23,2018-07-12T02:17:35,-3,60,0
62,US,MCO,EWR,N922AT,8,2018-08-24T00:59:41,-1,150,0
83,US,LAX,ORD,N339NW,11,2018-12-01T14:53:57,-9,135,1
337,US,SEA,DEN,N366NW,12,2018-04-15T06:03:13,0,145,1
493,US,BOS,SFO,N711ZX,11,2018-07-30T07:42:26,1,157,0
527,UA,ORD,MCO,N338NW,10,2018-03-23T16:51:02,-2,225,0
626,UA,ORD,LGA,N623DL,7,2018-11-30T15:58:44,-4,140,0
637,UA,CLE,ORD,N968DL,6,2018-12-10T20:46:45,31,175,0
665,VX,IAH,MIA,N964DN,30,2018-11-08T19:25:07,131,225,0
910,EV,MCO,DCA,N3753,8,2018-02-26T20:16:19,8,151,0
690,DL,PHX,DFW,N660DL,8,2018-06-01T14:10:32,0,109,0
113,UA,JFK,SFO,N377NW,11,2018-02-12T02:23:12,-2,62,0
287,DL,JFK,ORD,N597JB,15,2018-11-03T04:24:15,-5,117,0
434,DL,DFW,MIA,N517JB,10,2018-03-07T03:03:40,32,97,0
617,DL,LAX,MIA,N759EV,11,2018-08-27T18:15:53,10,135,0
677,DL,STL,DFW,N589HA,10,2018-01-28T04:32:07,16,145,0
1015,DL,JFK,STT,N481HA,16,2018-03-07T10:30:58,10,157,0
1347,DL,SNA,DFW,N492HA,13,2018-11-29T09:23:22,24,225,0
1783,DL,TUL,ORD,N631MQ,15,2018-06-02T08:42:25,13,140,0
1888,DL,DFW,HDN,N819MQ,15,2018-06-15T07:45:33,11,175,0
428,DL,IAD,LAX,N526MQ,11,2018-03-20T19:37:32,15,225,0
786,DL,DFW,MEM,N658MQ,12,2018-09-03T03:04:40,10,151,0
819,DL,DFW,RIC,N908MQ,11,2018-08-19T18:45:59,9,109,0
873,DL,JAC,DFW,N625MQ,27,2018-04-19T12:08:54,16,62,0
